newtrans,location,days_before,days_after,transmonth,prevvisits,newvisits,lyprevvisits,lynewvisits,hotel_published_year,latitude,longitude,rating,num_amenities,ta,prev_oyster,new_oyster,price
3-partial,Washington D.C.,90,361,52015,2,8,0,2,2009,38.895518,-77.010729,35,16,122202,230,925,231.859
3-partial,New York City,90,374,52015,1,7,3,3,2009,40.75639,-73.992371,30,15,93308,269,229,232
3-partial,Washington D.C.,90,361,52015,1,15,1,2,2009,38.910512,-77.042939,40,18,165927,1405,1341,232.194
3-partial,Boston,90,361,52015,3,16,10,13,2009,42.351154,-71.07,30,18,206377,2049,1633,232.2142
4-full,Miami,90,360,52015,4,21,0,4,2012,25.991696,-80.117822,40,27,303185,1973,3978,232.3951
3-partial,San Francisco/Northern Cali,90,361,52015,0,11,0,5,2009,37.790329,-122.405364,30,15,73839,381,569,232.6
3-partial,New York City,90,374,52015,4,10,10,20,2010,40.74559,-73.993876,40,14,116417,612,555,233.1543
4-full,Caribbean,90,360,52015,0,5,0,0,2012,13.82251,-61.050068,30,18,73414,170,664,233.1704
4-full,Washington D.C.,90,360,52015,1,6,0,2,2009,38.905693,-77.051588,40,23,203470,523,679,233.1911
4-full,Washington D.C.,90,360,52015,3,5,0,7,2009,38.90543,-77.034309,35,16,87458,747,568,233.6086
3-partial,New York City,90,374,52015,7,46,5,19,2009,40.762499,-73.976357,35,17,103098,1231,1254,234.117
4-full,Caribbean,90,360,52015,1,3,0,5,2012,18.177212,-63.142188,35,21,45571,302,339,234.7586
3-partial,New York City,90,374,52015,3,5,0,7,2009,40.704642,-74.010322,35,16,28768,240,192,234.7727
3-partial,New York City,90,352,52015,16,78,0,15,2009,40.748716,-73.991684,40,23,356693,645,2161,234.9468
3-partial,New York City,90,374,52015,3,26,5,14,2009,40.765081,-73.978361,30,17,170973,900,872,235.0909
3-partial,New York City,90,374,52015,2,1,4,10,2013,40.750414,-73.986312,30,11,72979,231,192,235.2333
3-partial,Miami,90,368,52015,0,5,2,2,2009,25.778181,-80.13218,40,21,183162,529,646,235.3181
3-partial,Hawaii,90,316,52015,11,44,6,23,2009,20.931868,-156.692306,35,24,371476,3875,4177,235.5208
3-partial,Miami,90,323,52015,2,15,2,8,2009,25.781275,-80.130661,35,16,82567,997,878,235.6788
4-full,Caribbean,90,360,52015,0,2,0,2,2011,23.046,-109.69417,45,24,75921,1263,2441,235.8799
3-partial,New York City,90,374,52015,1,11,2,5,2009,40.764655,-73.980922,40,17,467396,894,1144,236.1842
4-full,Caribbean,90,360,52015,0,6,0,1,2012,12.582682,-70.042033,30,21,179016,469,536,236.2247
3-partial,New York City,90,374,52015,0,13,1,0,2010,40.756741,-73.992836,35,11,381361,531,595,236.2982
4-full,Las Vegas,90,360,52015,8,23,4,21,2013,36.116344,-115.17424,45,22,98377,2270,2016,236.3043
3-partial,New York City,90,374,52015,0,0,0,0,2009,40.755638,-73.991638,25,11,47633,28,62,236.5714
4-full,Miami,90,360,52015,0,1,0,3,2009,25.750374,-80.258194,40,23,26912,487,368,236.6451
4-full,Washington D.C.,90,360,52015,3,17,1,10,2009,38.904547,-77.040563,35,19,81742,977,1191,236.75
3-partial,New York City,90,374,52015,3,14,2,7,2010,40.754856,-73.972989,40,20,216713,1221,1617,236.9214
3-partial,Caribbean,90,368,52015,2,23,11,12,2009,18.533707,-68.36621,40,34,29776,1666,1448,237
3-partial,Hawaii,90,361,52015,1,3,1,3,2009,20.707741,-156.442341,20,18,41311,374,334,237.2307
4-full,Caribbean,90,360,52015,1,4,0,5,2011,9.3975,-84.168999,40,28,176186,725,674,237.2619
4-full,Caribbean,90,360,52015,4,2,1,4,2011,21.101208,-86.764734,35,29,396624,1603,1389,237.3053
4-full,Washington D.C.,90,360,52015,1,2,1,2,2009,38.90064,-77.031401,30,18,162999,165,168,237.3125
3-partial,Caribbean,90,136,12016,11,24,14,31,2009,19.197573,-69.337472,35,30,547597,2767,1977,237.619
3-partial,New York City,90,374,52015,1,5,0,11,2009,40.754782,-73.973167,30,21,67785,332,315,238.1136
4-full,Caribbean,90,360,52015,0,1,0,0,2011,13.158666,-59.636665,30,17,232683,228,416,238.1818
3-partial,Caribbean,90,359,52015,1,13,1,5,2011,18.443501,-66.018501,40,28,247829,3566,3621,238.1985
4-full,San Francisco/Northern Cali,90,360,52015,0,15,1,1,2009,37.787828,-122.410829,35,17,71789,289,656,239.2307
3-partial,Hawaii,90,361,52015,1,15,6,12,2009,21.273895,-157.822518,40,25,397100,3095,2630,239.2798
4-full,Miami,90,360,52015,0,1,0,1,2011,26.027186,-80.115431,40,21,140038,322,303,239.4246
4-full,Washington D.C.,90,360,52015,0,1,0,1,2009,38.896824,-77.011081,35,15,50806,257,347,239.909
3-partial,New York City,90,374,52015,1,17,0,9,2012,40.755684,-73.991943,35,15,199727,788,804,240.7053
3-partial,Hawaii,90,359,52015,1,27,3,8,2009,21.876434,-159.461932,35,28,239808,1963,2214,240.8903
3-partial,Hawaii,90,361,52015,1,27,9,12,2009,20.723758,-156.446839,30,22,183197,866,807,241.4876
3-partial,Miami,90,368,52015,5,21,2,22,2011,25.779989,-80.131073,45,23,116534,1240,826,241.6949
4-full,Caribbean,90,360,52015,0,1,0,1,2011,22.887313,-109.906966,40,26,88559,1016,1071,241.9863
3-partial,San Francisco/Northern Cali,90,361,52015,4,13,5,10,2010,37.795123,-122.404342,40,18,104445,672,541,242.3076
3-full,Caribbean,90,323,52015,5,53,1,16,2009,18.714086,-68.449027,40,30,1676095,9976,12468,242.4275
3-partial,Caribbean,90,190,52015,38,115,246,152,2009,18.708762,-68.441898,40,26,923389,5046,5881,242.5441
4-full,Washington D.C.,90,360,52015,1,1,0,1,2009,38.885464,-77.019575,30,18,116865,282,238,242.9166
3-partial,New York City,90,374,52015,1,6,0,1,2009,40.752401,-73.991248,30,15,44246,263,250,243.3214
4-full,Caribbean,90,360,52015,0,5,0,1,2009,12.5375,-70.056831,35,25,229702,1860,2698,243.4465
3-partial,New York City,90,374,52015,1,3,1,3,2013,40.757268,-73.984426,40,17,98353,474,756,243.6299
3-partial,San Francisco/Northern Cali,90,361,52015,2,9,5,7,2009,37.788292,-122.409297,35,13,57422,388,453,243.7294
3-partial,New York City,90,374,52015,0,3,0,0,2014,40.750441,-73.986567,30,13,244039,125,177,243.7636
3-partial,Caribbean,90,314,52015,5,18,3,7,2009,26.536062,-78.592476,30,15,438674,2820,3946,243.9856
3-partial,New York City,90,374,52015,2,16,1,5,2009,40.760978,-73.985501,35,18,68685,307,551,244.7437
3-partial,Washington D.C.,90,361,52015,0,5,0,3,2009,38.89639,-77.009977,35,18,151996,401,468,244.8021
3-partial,Hawaii,90,361,52015,3,26,3,5,2009,21.278494,-157.832755,40,22,734507,3361,3968,244.8523
4-full,Los Angeles,90,360,52015,1,3,3,3,2009,34.047831,-118.257752,35,19,61919,266,320,245.4285
4-full,Caribbean,90,360,52015,1,2,0,3,2011,18.0947,-63.020805,30,10,44510,107,91,245.4285
3-partial,New York City,90,374,52015,2,0,2,4,2012,40.759719,-73.977709,35,15,104440,664,536,245.5
3-partial,New York City,90,374,52015,3,21,2,8,2009,40.74831,-73.987829,35,21,139313,793,931,245.5937
4-full,Caribbean,90,360,52015,1,1,0,1,2011,21.800657,-72.170563,35,19,224095,1721,1335,245.7413
3-partial,New York City,90,374,52015,1,8,4,6,2009,40.760852,-73.969376,35,21,71357,800,756,246.6696
4-full,Caribbean,90,360,52015,1,6,0,1,2012,12.564242,-70.051246,40,24,190582,805,2554,246.8252
4-full,Caribbean,90,360,52015,0,6,0,0,2011,21.263311,-86.748959,30,24,140041,337,1526,246.8721
3-partial,New York City,90,374,52015,3,25,4,7,2009,40.756056,-73.972285,40,21,142001,1575,1563,246.8892
3-partial,Washington D.C.,90,361,52015,0,1,0,0,2009,38.901465,-77.053456,30,18,88535,304,297,247.0987
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.435388,-122.719045,35,18,55532,132,180,247.125
3-partial,New York City,90,374,52015,3,27,4,12,2009,40.759098,-73.983737,35,17,166787,722,1089,247.1969
3-partial,New York City,90,374,52015,1,19,4,3,2010,40.688953,-73.98893,30,16,67698,481,448,247.2068
3-partial,New York City,90,374,52015,3,13,4,16,2011,40.72115,-74.00425,40,16,93948,872,854,247.2125
3-partial,Los Angeles,90,361,52015,0,10,3,3,2009,34.050171,-118.257012,30,22,80019,557,729,247.2844
4-full,Washington D.C.,90,360,52015,0,1,0,0,2009,38.899395,-77.027633,35,18,62239,223,229,247.3035
4-full,Caribbean,90,360,52015,0,2,0,0,2011,22.902901,-109.84492,40,29,151196,961,967,247.4888
3-partial,New York City,90,374,52015,1,7,0,16,2009,40.746772,-73.991736,35,18,69257,832,907,247.5465
3-partial,New York City,90,374,52015,2,7,5,11,2009,40.74835,-73.994642,30,20,107813,880,682,247.6374
4-full,Caribbean,90,360,52015,0,3,2,1,2011,20.741219,-105.321735,45,29,150305,994,853,247.8139
4-full,Los Angeles,90,360,52015,0,2,0,0,2014,34.059078,-118.397339,40,13,51265,59,201,247.8181
3-full,New York City,90,374,52015,0,12,2,9,2009,40.745378,-73.992252,30,15,65368,730,424,248.0353
3-partial,New York City,90,374,52015,0,4,0,3,2009,40.765293,-73.983208,30,14,81174,341,396,248.4067
3-partial,Miami,90,368,52015,0,1,1,6,2009,25.780148,-80.132125,35,19,89385,352,253,248.7894
3-partial,New York City,90,374,52015,6,60,5,19,2009,40.782126,-73.980606,35,17,245703,1687,2074,249.0649
3-partial,New York City,90,360,52015,2,32,0,2,2009,40.748363,-73.97797,35,19,212338,353,1608,249.2547
3-full,New York City,90,360,52015,24,128,40,82,2009,40.771496,-73.982667,40,22,322277,5332,4962,249.4092
4-full,Hawaii,90,360,52015,2,7,1,5,2009,21.28439,-157.838302,35,20,252234,720,852,249.9687
4-full,Hawaii,90,360,52015,1,1,1,3,2009,21.278894,-157.825108,25,20,37810,883,332,250
3-partial,New York City,90,374,52015,5,7,0,7,2009,40.756289,-73.99321,30,11,93345,261,298,250.0454
3-partial,Los Angeles,90,361,52015,2,10,5,10,2009,34.0529,-118.2565,30,23,122599,1043,873,250.0652
3-partial,New York City,90,374,52015,4,33,7,19,2010,40.705158,-74.008125,40,16,147871,1009,965,250.5977
3-partial,New York City,90,374,52015,0,0,0,4,2013,40.751174,-73.984553,30,16,34606,68,68,250.7142
4-full,Caribbean,90,360,52015,0,1,0,0,2014,21.794647,-72.176164,30,21,104872,74,464,250.7333
4-full,San Francisco/Northern Cali,90,360,52015,0,5,4,5,2011,37.532502,-122.271014,30,17,13406,314,262,250.7586
3-partial,Miami,90,122,12016,19,30,0,7,2009,25.78829,-80.129943,45,25,383893,2463,5296,250.982
3-partial,Caribbean,90,368,52015,20,118,5,53,2009,18.68047,-68.414024,30,31,1576422,8627,8091,251.1061
3-partial,New York City,90,374,52015,1,33,33,12,2009,40.757142,-73.984734,35,18,254942,1033,1127,251.1428
3-partial,New York City,90,374,52015,0,0,0,1,2013,40.746601,-73.991386,30,13,60126,47,79,251.1538
3-partial,Caribbean,90,359,52015,0,15,5,11,2011,13.065522,-59.560066,40,28,252679,1159,1396,251.8411
3-partial,Miami,90,323,52015,3,18,7,9,2009,25.813974,-80.339477,40,25,87827,3322,2274,251.9534
3-partial,New York City,90,374,52015,2,22,0,4,2009,40.743962,-73.987121,30,12,94542,262,627,252.04
3-partial,New York City,90,374,52015,3,12,2,10,2012,40.755436,-73.978108,40,17,44492,828,787,252.1575
3-full,Las Vegas,90,190,52015,27,94,130,76,2009,36.122684,-115.17019,50,27,1515347,11875,9671,252.2451
4-full,Caribbean,90,360,52015,0,4,2,0,2011,13.071175,-59.583052,35,17,38295,131,146,252.3106
3-partial,New York City,90,374,52015,8,33,9,30,2009,40.75054,-73.969338,35,21,185892,1356,962,252.5962
3-partial,Hawaii,90,361,52015,2,3,1,4,2009,20.94652,-156.692075,30,16,221649,533,505,252.6428
4-full,Caribbean,90,360,52015,0,6,0,2,2011,10.484667,-84.680664,40,22,83132,479,463,252.75
4-full,Caribbean,90,360,52015,0,10,0,0,2011,10.491097,-84.710727,40,25,69827,771,875,252.9254
3-partial,Miami,90,368,52015,8,33,15,27,2009,25.806736,-80.123885,30,23,178475,384,367,253.3043
3-partial,Caribbean,90,136,12016,15,35,2,4,2009,18.717333,-68.452286,30,32,675444,2334,3218,254.0679
3-partial,New York City,90,374,52015,4,34,0,24,2009,40.7497,-73.978216,40,12,142868,986,988,254.0759
3-partial,New York City,90,374,52015,0,5,1,2,2009,40.749898,-73.979693,35,19,113522,974,961,254.0968
4-full,Washington D.C.,90,360,52015,0,0,3,1,2009,38.901758,-77.01939,30,16,58197,95,86,254.3222
3-partial,New York City,90,374,52015,1,8,3,5,2013,40.750401,-73.985817,35,9,74860,418,433,254.4545
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2013,37.80617,-122.414126,30,15,221915,94,110,254.4736
3-partial,Hawaii,90,359,52015,1,15,2,6,2011,19.924029,-155.887498,40,30,678572,2341,2437,254.5364
4-full,Caribbean,90,360,52015,0,3,0,0,2011,22.915275,-109.83559,40,29,173316,857,853,254.5692
3-partial,New York City,90,374,52015,0,2,0,1,2009,40.756273,-73.992829,30,11,91021,155,134,255.1666
3-partial,New York City,90,374,52015,3,34,2,7,2009,40.754745,-73.980843,35,17,112928,1066,1286,255.2788
4-full,Miami,90,360,52015,0,8,0,5,2010,25.76872,-80.190043,45,26,127521,917,1202,255.6164
4-full,Los Angeles,90,360,52015,0,9,1,4,2009,34.049626,-118.255,40,19,61780,332,476,255.6379
4-full,Miami,90,360,52015,0,1,4,1,2009,25.762634,-80.191398,40,24,56972,210,269,255.6666
3-partial,New York City,90,374,52015,4,31,11,13,2009,40.757479,-73.983806,35,17,90323,1361,1305,255.6726
3-partial,Miami,90,368,52015,3,8,1,11,2009,25.777149,-80.131607,35,18,174062,404,438,255.8333
4-full,Caribbean,90,360,52015,0,0,0,2,2011,20.601642,-105.2249,40,27,297668,1576,1245,255.8861
3-partial,New York City,90,374,52015,1,2,0,3,2009,40.727054,-74.006126,30,14,38123,320,289,255.9024
2-full,Las Vegas,90,320,52015,28,139,38,69,2009,36.112238,-115.17908,50,27,2795017,11035,15694,256.0199
3-partial,New York City,90,352,52015,2,38,5,5,2009,40.756499,-73.984572,35,21,177231,1237,1443,256.4055
3-partial,Miami,90,323,52015,4,24,3,13,2011,25.782147,-80.131178,40,18,203431,1555,1328,256.5832
4-full,Washington D.C.,90,360,52015,1,2,2,3,2009,38.896743,-77.022475,40,17,89253,307,365,256.5957
3-partial,Boston,90,361,52015,1,2,0,1,2009,42.353903,-71.105453,35,21,59085,328,354,256.6086
4-full,Caribbean,90,360,52015,0,4,0,0,2012,21.14347,-86.783913,35,25,435302,1428,2251,256.6822
3-partial,New York City,90,374,52015,9,47,1,20,2009,40.707963,-74.00718,40,16,128948,1474,1414,256.9464
3-partial,New York City,90,374,52015,3,18,2,22,2009,40.783006,-73.947567,30,16,72975,755,704,257
3-partial,New York City,90,374,52015,1,14,0,8,2009,40.764394,-73.981739,35,17,119860,800,739,257.027
3-partial,San Francisco/Northern Cali,90,361,52015,0,24,2,5,2009,37.789016,-122.408339,40,19,146180,861,1125,257.1
3-partial,Hawaii,90,361,52015,1,8,1,8,2009,21.26295,-157.820752,35,17,173293,579,481,257.1968
4-full,Hawaii,90,360,52015,0,4,1,0,2009,21.278111,-157.83334,25,17,105506,546,515,257.3333
4-full,Boston,90,360,52015,0,8,2,5,2009,42.364197,-71.061411,35,17,57665,471,449,257.4
4-full,Los Angeles,90,360,52015,1,4,1,4,2009,34.087805,-118.387567,35,24,50636,291,329,257.4565
3-partial,New York City,90,374,52015,1,5,2,3,2009,40.748026,-73.990175,30,12,60816,137,104,257.5
4-full,San Francisco/Northern Cali,90,360,52015,0,1,0,0,2011,37.376197,-122.061016,30,19,19990,76,55,257.647
3-partial,New York City,90,374,52015,0,1,1,1,2013,40.763423,-73.985855,30,13,234624,154,275,258.1527
4-full,San Francisco/Northern Cali,90,360,52015,1,3,1,2,2010,37.792599,-122.392173,35,17,57496,210,306,258.3777
3-full,Hawaii,90,361,52015,15,65,7,36,2009,21.28244,-157.837521,40,27,1463597,9742,10444,258.6183
3-partial,New York City,90,374,52015,0,2,0,5,2013,40.75095,-73.97222,30,13,66926,246,150,258.95
3-partial,San Francisco/Northern Cali,90,339,52015,3,17,3,10,2009,37.786993,-122.408987,35,19,177114,960,868,259.4065
3-partial,Boston,90,361,52015,0,1,0,1,2009,42.359124,-71.05285,30,10,69113,210,224,259.6142
4-full,Hawaii,90,360,52015,2,2,1,5,2009,21.286509,-157.840199,40,25,192789,773,699,259.9558
3-partial,San Francisco/Northern Cali,90,361,52015,3,16,38,11,2009,37.785628,-122.410385,40,20,270569,1417,1469,260.7849
4-full,Boston,90,360,52015,0,0,0,0,2010,42.361679,-71.066658,30,14,52042,0,22,261
3-partial,Miami,90,323,52015,10,43,11,23,2009,25.795002,-80.129005,40,28,295019,2647,2258,261.0826
3-partial,Caribbean,90,361,52015,4,89,9,33,2012,21.148783,-86.791786,35,25,1084584,8688,15971,261.3724
4-full,Boston,90,360,52015,0,1,0,2,2009,42.361084,-71.056022,35,17,73058,296,322,261.5909
4-full,Miami,90,360,52015,0,7,0,9,2009,25.736953,-80.218263,40,27,18501,438,378,262
3-partial,Washington D.C.,90,316,52015,0,0,1,0,2009,38.906882,-77.04928,35,17,62436,415,248,262.5671
3-partial,Caribbean,90,246,52015,3,10,1,11,2012,21.120693,-86.755119,40,32,621206,6011,10013,262.8287
4-full,Miami,90,360,52015,1,9,1,2,2009,25.936986,-80.120678,35,26,135973,360,202,262.8484
3-partial,Washington D.C.,90,316,52015,4,2,0,1,2009,38.901898,-77.026251,35,20,123126,923,405,263.0828
3-partial,New York City,90,374,52015,1,3,0,1,2009,40.755806,-73.997496,30,9,35547,94,70,263.1052
3-full,Caribbean,90,136,12016,27,75,17,48,2012,18.718851,-68.453079,40,22,605447,4560,5224,263.1346
3-partial,New York City,90,374,52015,2,2,2,2,2009,40.721175,-73.992759,30,14,16308,185,220,263.2058
3-partial,Caribbean,90,190,52015,20,51,12,35,2009,18.720604,-68.45578,40,26,712838,4077,4223,263.8718
3-partial,New York City,90,360,52015,5,26,3,9,2009,40.749567,-73.979926,40,18,72135,770,655,263.874
3-partial,Caribbean,90,359,52015,6,28,3,36,2012,20.881954,-86.86525,35,28,1332240,9035,8147,263.9555
3-partial,San Francisco/Northern Cali,90,361,52015,1,9,0,1,2009,37.783058,-122.418144,30,10,87274,422,392,264.102
3-partial,Las Vegas,90,323,52015,3,48,14,25,2011,36.109753,-115.17388,50,30,954086,7411,11152,264.1194
3-partial,New York City,90,374,52015,4,32,0,4,2009,40.745911,-73.979286,40,20,185978,640,2310,264.3133
3-partial,Los Angeles,90,361,52015,2,5,2,5,2009,34.05255,-118.250523,40,25,309635,894,653,264.3295
3-partial,New York City,90,374,52015,2,7,0,3,2009,40.7448,-73.99325,30,15,32889,374,266,264.388
3-partial,New York City,90,374,52015,1,17,4,11,2009,40.783179,-73.973698,30,16,128760,387,566,264.4366
4-full,Caribbean,90,360,52015,1,13,0,4,2011,18.514446,-67.100887,35,22,73184,1628,3162,264.5426
4-full,San Francisco/Northern Cali,90,360,52015,0,4,0,2,2009,37.786675,-122.408366,35,15,78258,443,421,264.9375
4-full,Caribbean,90,360,52015,1,32,3,8,2012,20.607479,-87.08961,35,18,368879,2074,2722,265.2831
4-full,Boston,90,360,52015,0,5,3,0,2009,42.346665,-71.042812,35,21,69592,362,302,265.3333
4-full,Boston,90,360,52015,0,1,1,0,2009,42.348601,-71.074546,25,13,79810,378,272,265.375
4-full,Caribbean,90,360,52015,0,0,0,0,2011,22.991114,-109.735275,40,29,31589,647,336,266.2727
3-partial,New York City,90,374,52015,1,11,2,7,2009,40.783526,-73.978408,35,20,139010,948,1204,266.3084
3-full,New York City,90,196,52015,1,12,11,6,2009,40.709734,-74.014737,35,14,94193,527,501,266.6634
4-full,Boston,90,360,52015,0,1,0,1,2009,42.346259,-71.084925,35,18,87904,257,290,266.7
3-partial,New York City,90,374,52015,1,8,150,30,2009,40.752067,-73.981097,30,16,46327,650,345,266.8
3-partial,New York City,90,374,52015,0,8,2,7,2013,40.70925,-74.013806,45,17,71962,384,303,266.8529
3-partial,Miami,90,323,52015,0,1,1,2,2009,25.784636,-80.131256,25,14,77035,196,197,266.9096
3-partial,New York City,90,374,52015,8,18,6,14,2009,40.745595,-73.984195,40,16,98320,1958,1401,267.0449
3-partial,San Francisco/Northern Cali,90,361,52015,3,23,8,14,2009,37.79162,-122.410547,40,19,94048,1747,1786,267.1228
3-partial,Los Angeles,90,361,52015,0,7,1,1,2009,34.096045,-118.370804,35,16,34427,525,460,267.3359
3-partial,Boston,90,316,52015,3,3,0,3,2009,42.367959,-71.07519,40,18,65612,523,469,267.4283
3-partial,San Francisco/Northern Cali,90,347,52015,1,29,4,9,2009,37.786004,-122.409193,40,22,251747,1273,1605,267.5564
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.295125,-122.456327,40,12,11809,117,62,267.75
3-partial,Miami,90,368,52015,3,24,10,6,2009,25.776553,-80.134172,40,19,207103,822,665,268.0033
4-full,Caribbean,90,360,52015,0,5,0,0,2011,9.403788,-84.155182,35,19,75534,740,763,268.1111
4-full,Caribbean,90,360,52015,1,6,6,2,2011,9.407462,-84.159927,35,22,10684,721,548,268.1315
4-full,Caribbean,90,360,52015,0,5,1,1,2011,13.211144,-59.514275,35,15,17189,266,261,268.1401
3-partial,New York City,90,374,52015,0,6,0,2,2009,40.723087,-73.99025,25,11,32038,182,278,268.5172
3-partial,New York City,90,374,52015,4,25,2,16,2009,40.744397,-73.985698,35,20,80726,977,866,268.6896
3-partial,New York City,90,374,52015,0,4,1,1,2009,40.756436,-73.99254,30,16,106346,249,244,268.8571
3-partial,Hawaii,90,361,52015,0,19,3,5,2009,21.276992,-157.827467,30,23,420214,2587,3546,269.112
3-partial,Miami,90,323,52015,9,38,38,36,2009,25.781931,-80.14246,45,25,442995,3047,2831,269.9672
3-partial,New York City,90,360,52015,4,3,7,15,2009,40.761139,-73.986645,35,12,418837,1079,678,270.0202
4-full,Los Angeles,90,360,52015,0,1,0,0,2009,34.030426,-118.481566,35,18,41255,140,215,270.4074
4-full,San Francisco/Northern Cali,90,360,52015,0,2,0,2,2009,37.789728,-122.403562,35,16,146223,349,311,270.7368
3-full,Caribbean,90,323,52015,18,74,32,44,2009,18.734402,-68.466133,40,30,1659753,12743,13473,270.8612
3-partial,New York City,90,374,52015,1,0,0,8,2009,40.760488,-73.969164,35,17,56456,475,363,271
3-full,New York City,90,374,52015,4,21,0,4,2009,40.760294,-73.986177,30,22,181838,452,675,271.3538
2-full,Caribbean,90,115,12016,6,5,2,0,2011,20.739093,-105.31883,40,27,571746,4348,4947,271.8018
3-partial,Los Angeles,90,316,52015,1,5,0,2,2009,34.084382,-118.377918,35,26,47801,312,336,271.9659
3-partial,Miami,90,368,52015,4,26,6,6,2009,25.792814,-80.129078,30,21,360068,1253,1316,272.145
4-full,Caribbean,90,360,52015,0,4,0,2,2011,23.005448,-109.717454,45,27,46091,753,1336,272.8076
4-full,Boston,90,360,52015,1,3,0,1,2009,42.362107,-71.100015,35,18,25579,321,230,273
3-partial,San Francisco/Northern Cali,90,361,52015,1,7,2,4,2010,37.777659,-122.414375,30,21,69385,128,150,273
3-partial,San Francisco/Northern Cali,90,361,52015,5,16,2,10,2009,37.786809,-122.411161,40,14,141159,1229,1267,273.1713
3-partial,New York City,90,374,52015,3,9,8,15,2009,40.749934,-73.980991,35,16,133631,748,524,273.4615
3-partial,New York City,90,374,52015,0,24,1,5,2013,40.764877,-73.975342,40,16,293550,1006,1703,273.4961
3-partial,Hawaii,90,361,52015,4,21,2,7,2009,21.276226,-157.825012,40,27,582093,1965,2237,273.5928
3-partial,Miami,90,368,52015,1,8,4,7,2009,25.760746,-80.19084,40,22,109067,632,558,273.6842
4-full,Washington D.C.,90,360,52015,0,3,4,2,2009,38.896281,-77.031994,40,19,112929,1617,1207,273.8773
4-full,Caribbean,90,360,52015,0,6,0,0,2011,21.806473,-72.167114,35,22,178092,1266,1394,274.0068
4-full,Caribbean,90,360,52015,6,19,10,33,2011,10.52941,-85.747528,35,29,837868,6503,9199,274.3443
4-full,Caribbean,90,360,52015,0,1,0,1,2011,20.752632,-105.45509,35,28,650754,317,425,274.5106
3-partial,San Francisco/Northern Cali,90,361,52015,1,10,2,5,2009,37.785526,-122.42872,30,18,102981,1497,1572,274.7976
3-partial,New York City,90,374,52015,3,16,1,6,2009,40.745971,-73.985233,40,17,119982,582,864,275.0206
4-full,Caribbean,90,360,52015,2,18,4,5,2011,18.048444,-63.017556,40,30,279043,4010,3744,275.2151
3-partial,San Francisco/Northern Cali,90,361,52015,0,6,1,5,2009,37.789358,-122.409862,35,14,64250,424,455,276.3096
3-partial,New York City,90,352,52015,7,64,11,42,2009,40.711222,-74.010341,40,17,170186,910,1053,276.5
3-partial,New York City,90,374,52015,8,28,2,23,2009,40.755396,-73.982373,40,18,151590,1746,1211,276.8859
3-partial,Miami,90,354,52015,4,39,1,19,2009,25.791852,-80.12943,40,21,145619,931,1100,277.4717
3-partial,Miami,90,323,52015,2,27,2,5,2009,25.780766,-80.131355,35,21,79118,433,698,278.1378
3-partial,Boston,90,361,52015,5,9,3,4,2009,42.357841,-71.060249,35,19,148863,2209,1748,278.1957
4-full,Caribbean,90,360,52015,0,5,2,0,2011,18.0905,-63.0241,35,22,51220,764,1064,278.5175
3-partial,San Francisco/Northern Cali,90,361,52015,2,18,5,10,2009,37.808067,-122.413147,30,19,139836,641,741,279.1686
3-partial,Caribbean,90,359,52015,6,19,3,13,2009,19.769133,-70.639076,40,25,169035,1181,838,279.6513
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.579574,-122.578647,35,16,39574,63,72,279.8541
4-full,Caribbean,90,360,52015,0,1,0,0,2012,17.122978,-62.59008,40,21,32514,152,180,280.4153
3-full,Caribbean,90,136,12016,18,45,7,17,2012,18.663106,-68.396213,45,32,1623369,12666,15378,280.5999
3-partial,San Francisco/Northern Cali,90,361,52015,4,5,4,10,2009,37.787747,-122.408511,40,18,197862,1692,1280,281.0502
3-partial,Los Angeles,90,339,52015,3,31,3,5,2009,33.986965,-118.47241,30,14,82764,383,514,281.1301
3-partial,Las Vegas,90,323,52015,7,91,20,30,2009,36.123959,-115.16791,50,27,1060309,7498,7533,281.2442
4-full,Boston,90,360,52015,0,1,0,0,2013,42.371101,-71.113776,40,12,21862,63,76,281.5454
3-partial,Hawaii,90,359,52015,5,30,5,16,2011,19.946191,-155.867038,45,29,271714,2251,2830,282.0854
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.296365,-122.28305,35,19,85318,103,136,283.3333
3-partial,New York City,90,374,52015,1,4,1,2,2009,40.755515,-73.972832,35,23,74242,422,392,283.3666
3-partial,Caribbean,90,359,52015,0,32,2,7,2012,20.491468,-87.242889,35,25,600674,7834,5669,284.2292
4-full,Boston,90,360,52015,0,0,0,1,2009,42.348965,-71.064613,30,15,83234,135,133,285
3-partial,New York City,90,374,52015,5,25,6,10,2009,40.732494,-73.998729,30,15,69977,908,929,285.0673
4-full,Los Angeles,90,360,52015,2,5,1,3,2009,34.060001,-118.4375,40,21,118083,489,481,285.2222
3-partial,Hawaii,90,361,52015,1,9,1,4,2009,20.923028,-156.694644,30,21,156543,969,1054,285.4901
4-full,Caribbean,90,360,52015,0,2,0,0,2011,22.889349,-109.904139,40,24,93286,843,1649,286.0715
